饰品名称,Buff当前价格,Buff当前在售数量
SSG 08 | 橙黄镂刻 (久经沙场),118.99,29
M4A4（纪念品） | 主机 (破损不堪),28.29,29
AK-47（StatTrak™） | 迷踪秘境 (破损不堪),16.36,41
SCAR-20 | 次时代 (破损不堪),69.9,5
M4A4 | 全球攻势 (破损不堪),25.65,26
加利尔 AR | 支离破碎 (略有磨损),21.6,39
SCAR-20 | 心脏打击 (破损不堪),12.54,31
AK-47 | 至高皮革 (破损不堪),193.5,9
SG 553 | 狂哮飓风 (久经沙场),40.68,8
M4A1 消音型 | 机械工业 (破损不堪),55.79,31
AK-47 | 捕食者 (久经沙场),53.34,151
M4A4（纪念品） | 主机 (崭新出厂),38.53,204
M4A4 | 战场之星 (战痕累累),26.89,33
AUG（StatTrak™） | 湖怪鸟 (破损不堪),14.29,27
M4A1 消音型（StatTrak™） | 毁灭者 2000 (战痕累累),47.18,34
M4A4（StatTrak™） | 沙漠精英 (崭新出厂),176,73
M4A1 消音型（纪念品） | 多变迷彩 (崭新出厂),114.3,71
SG 553（StatTrak™） | 次时代 (战痕累累),34.79,22
M4A4 | 龙王 (破损不堪),49.89,12
M4A4（StatTrak™） | 皇帝 (战痕累累),149.37,38
AK-47（纪念品） | 黑色层压板 (破损不堪),118.5,59
SCAR-20 | 深红之网 (崭新出厂),48.58,28
AWP（StatTrak™） | 死神 (破损不堪),36.8,34
加利尔 AR（纪念品） | 贤者涂装 (久经沙场),13.3,39
加利尔 AR（StatTrak™） | 支离破碎 (略有磨损),29.29,46
AK-47（纪念品） | 安全网 (战痕累累),154.5,16
AK-47（StatTrak™） | 霓虹革命 (战痕累累),164.8,32
加利尔 AR（StatTrak™） | 「经济」克鲁尔 (战痕累累),15.78,32
AK-47（纪念品） | 安全网 (久经沙场),114.5,125
M4A4（StatTrak™） | 狮鹫 (崭新出厂),101.5,84
AWP（纪念品） | 冥界之河 (战痕累累),149.38,63
SSG 08（StatTrak™） | 喋血战士 (战痕累累),57.6,10
M4A4（StatTrak™） | 狮鹫 (破损不堪),70.44,1
M4A4（纪念品） | 狂哮飓风 (破损不堪),28.8,109
加利尔 AR（StatTrak™） | 支离破碎 (久经沙场),29.77,32
SSG 08（纪念品） | 热带风暴 (破损不堪),12.6,61
M4A1 消音型 | 神来之作 (久经沙场),169.5,65
M4A1 消音型（StatTrak™） | 毁灭者 2000 (破损不堪),69.8,13
M4A4（StatTrak™） | 弹雨 (久经沙场),158.5,44
M4A1 消音型（纪念品） | 多变迷彩 (战痕累累),67.9,11
G3SG1（StatTrak™） | 碧蓝斑纹 (略有磨损),17,22
M4A4（纪念品） | 都市 DDPAT (战痕累累),23.05,112
G3SG1（纪念品） | 狩猎网格 (崭新出厂),24.4,22
SG 553（纪念品） | 辐射警告 (破损不堪),13.7,44
SSG 08 | 玛雅之梦 (略有磨损),24.63,15
G3SG1 | 丰饶女神 (崭新出厂),78.5,19
AK-47 | 轨道 Mk01 (破损不堪),62.26,17
AUG（纪念品） | 辐射危机 (破损不堪),12.5,46
AWP | 粉红 DDPAT (战痕累累),88.9,53
G3SG1 | 行刑者 (略有磨损),84.9,16
AUG | 代达罗斯之殇 (战痕累累),10.34,5
AK-47 | 霓虹骑士 (破损不堪),194.5,9
SSG 08（纪念品） | 手刹 (战痕累累),16.76,60
法玛斯 | 残影 (久经沙场),121.36,15
法玛斯（StatTrak™） | 灯神 (战痕累累),14.77,31
M4A4（StatTrak™） | X 光 (久经沙场),149.5,19
法玛斯 | 喷焰者 (略有磨损),119.5,14
AK-47（StatTrak™） | 蓝色层压板 (破损不堪),134.5,13
SG 553（纪念品） | 大马士革钢 (久经沙场),26.3,118
AWP（StatTrak™） | 精英之作 (破损不堪),67.48,30
加利尔 AR（StatTrak™） | 橙黄 DDPAT (久经沙场),71.55,39
SSG 08（StatTrak™） | 巨铁 (战痕累累),71.9,9
加利尔 AR | ~甜甜的~ (破损不堪),107.5,3
SG 553 | 鳄鱼网格 (崭新出厂),20.9,31
法玛斯（StatTrak™） | 机械工业 (战痕累累),23.88,12
M4A4（StatTrak™） | 皇帝 (破损不堪),205.1,24
G3SG1（StatTrak™） | 弗卢克斯 (战痕累累),50.78,18
M4A4（纪念品） | 辐射危机 (破损不堪),148.5,48
M4A4（StatTrak™） | 战场之星 (战痕累累),95.67,15
M4A1 消音型 | 简报 (破损不堪),11.9,2
AK-47（StatTrak™） | 混沌点阵 (破损不堪),183.38,8
AK-47 | 捕食者 (战痕累累),49.8,44
M4A1 消音型（StatTrak™） | 翼蜥 (战痕累累),39.5,29
SSG 08 | 炎龙之焰 (战痕累累),42.8,33
AK-47（StatTrak™） | 霓虹革命 (破损不堪),209.5,14
SCAR-20 | 棕榈色 (久经沙场),64.47,2
M4A4（纪念品） | 都市 DDPAT (破损不堪),26.9,60
M4A1 消音型（StatTrak™） | 金蛇缠绕 (破损不堪),154.86,22
加利尔 AR | 支离破碎 (战痕累累),22.37,3
G3SG1（StatTrak™） | 碧蓝斑纹 (久经沙场),17.6,15
SG 553（StatTrak™） | 致命紫罗兰 (破损不堪),54.78,15
M4A4 | 战场之星 (破损不堪),29.9,13
加利尔 AR | 支离破碎 (崭新出厂),88.5,13
法玛斯（StatTrak™） | 中士 (破损不堪),12.11,21
SSG 08（StatTrak™） | 鬼脸天蛾 (破损不堪),49.59,3
SCAR-20（StatTrak™） | 心脏打击 (破损不堪),41.08,8
SCAR-20（StatTrak™） | 心脏打击 (战痕累累),44.1,13
M4A4 | 沙漠风暴 (破损不堪),65.8,7
法玛斯（纪念品） | 冥界之憎 (战痕累累),57.77,18
G3SG1 | 穆拉诺之紫 (破损不堪),129.5,6
SCAR-20（纪念品） | 暴风呼啸 (崭新出厂),40.9,17
AUG（纪念品） | 随机存取 (久经沙场),54.9,21
G3SG1 | 丰饶女神 (久经沙场),21.8,34
法玛斯（StatTrak™） | 中士 (略有磨损),39.9,28
加利尔 AR（纪念品） | 冰核聚变 (破损不堪),23.15,11
SCAR-20（StatTrak™） | 深红之网 (破损不堪),14.74,4
法玛斯（StatTrak™） | 死亡之舞 (战痕累累),12.51,5
M4A4 | 丛林虎 (破损不堪),17.2,12
SSG 08 | 青苔虚线 (崭新出厂),34.9,6
SG 553 | 旅行者皮革 (破损不堪),18.8,7
加利尔 AR | 支离破碎 (破损不堪),24.12,5
AK-47（StatTrak™） | 幻影破坏者 (破损不堪),96.9,15
SG 553 | 旅行者皮革 (久经沙场),23.88,10
AUG（StatTrak™） | 极地孤狼 (战痕累累),10.58,29
M4A4 | 辐射危机 (破损不堪),59.37,20
AWP（纪念品） | 粉红 DDPAT (破损不堪),209,61
M4A1 消音型 | 神来之作 (战痕累累),132.13,18
M4A4（StatTrak™） | 喧嚣杀戮 (破损不堪),154,7
加利尔 AR | 废墟黄昏 (破损不堪),100.56,7
M4A4（纪念品） | 变频器 (破损不堪),68.9,17
加利尔 AR（纪念品） | 地狱看门犬 (战痕累累),69.78,56
M4A4（纪念品） | 主机 (战痕累累),18.78,29
AK-47（纪念品） | 狩猎网格 (破损不堪),45.7,79
M4A1 消音型（纪念品） | 多变迷彩 (破损不堪),66.56,7
AUG（纪念品） | 随机存取 (略有磨损),105.38,19
AUG | 力矩 (战痕累累),19.27,6
M4A4（StatTrak™） | 龙王 (战痕累累),81.76,33
SSG 08 | 水中之血 (久经沙场),188,12
法玛斯（StatTrak™） | 雅典娜之眼 (破损不堪),41.29,10
AUG | 孟加拉猛虎 (战痕累累),19.73,19
M4A1 消音型（StatTrak™） | 守护者 (破损不堪),154.5,7
AK-47（StatTrak™） | 卡特尔 (破损不堪),125.38,11
M4A4 | 辐射危机 (战痕累累),55.88,39
加利尔 AR（StatTrak™） | 支离破碎 (战痕累累),40.39,8
M4A4（StatTrak™） | 龙王 (破损不堪),145.5,4
SSG 08 | 热带风暴 (久经沙场),17.5,17
SG 553 | 浪花喷漆 (崭新出厂),73.3,12
AUG | 代达罗斯之殇 (破损不堪),9.9,1
M4A1 消音型 | 守护者 (战痕累累),58.36,10
法玛斯（StatTrak™） | 机械工业 (破损不堪),25.27,24
AWP（StatTrak™） | 浮生如梦 (战痕累累),62.98,37
法玛斯（StatTrak™） | 残影 (略有磨损),129.5,26
AWP | 红线 (破损不堪),198.48,18
AUG（StatTrak™） | 极地孤狼 (破损不堪),34.79,11
SSG 08（StatTrak™） | 喋血战士 (破损不堪),69.9,8
M4A4 | 星级 (破损不堪),118.5,3
加利尔 AR（纪念品） | 贤者涂装 (略有磨损),55.04,15
加利尔 AR | 橙黄 DDPAT (战痕累累),52.67,2
加利尔 AR | ~甜甜的~ (战痕累累),103.5,8
SSG 08（纪念品） | 迂回路线 (破损不堪),34.58,16
SG 553 | 鳄鱼网格 (久经沙场),19.4,18
M4A1 消音型（StatTrak™） | 简报 (崭新出厂),113.5,27
G3SG1（StatTrak™） | 弗卢克斯 (破损不堪),73.9,6
SSG 08（纪念品） | 蓝色云杉 (破损不堪),27.02,7
G3SG1（StatTrak™） | 丰饶女神 (战痕累累),29.9,7
AUG（StatTrak™） | 力矩 (破损不堪),36.77,5
AK-47 | 捕食者 (破损不堪),50.13,14
法玛斯（纪念品） | 殖民侵略者 (战痕累累),35.09,7
SSG 08 | 玛雅之梦 (破损不堪),17.79,2
加利尔 AR（StatTrak™） | 橙黄 DDPAT (破损不堪),78.9,5
M4A4（StatTrak™） | 杀意大名 (战痕累累),38.9,23
SCAR-20（纪念品） | 雇佣兵 (战痕累累),35.9,5
SCAR-20（StatTrak™） | 次时代 (久经沙场),179.5,5
法玛斯（StatTrak™） | 电子脉冲 (破损不堪),54.97,1
SCAR-20 | 溅射果酱 (破损不堪),35.78,5
SG 553 | 旅行者皮革 (略有磨损),24.08,39
AUG（纪念品） | 雇佣兵 (战痕累累),27.73,11
AUG（纪念品） | 暴风呼啸 (久经沙场),27.9,40
SG 553 | 狂哮飓风 (崭新出厂),99.5,11
法玛斯（纪念品） | 殖民侵略者 (略有磨损),97.9,12
AK-47（StatTrak™） | 轨道 Mk01 (战痕累累),175.78,12
G3SG1 | 极寒迷彩 (略有磨损),63.4,4
AWP（StatTrak™） | 猫猫狗狗 (破损不堪),32.7,16
加利尔 AR | 冬之森林 (久经沙场),17.9,14
SSG 08 | 热带风暴 (崭新出厂),89.9,7
G3SG1（纪念品） | 多变迷彩 (略有磨损),31.9,5
AWP（StatTrak™） | 浮生如梦 (破损不堪),88.78,11
SG 553 | 浪花喷漆 (战痕累累),25.47,3
SSG 08（StatTrak™） | 炎龙之焰 (战痕累累),175,5
SSG 08 | 鬼脸天蛾 (战痕累累),16.9,4
M4A1 消音型（StatTrak™） | 金蛇缠绕 (战痕累累),129.25,18
加利尔 AR（纪念品） | 冰核聚变 (崭新出厂),82.9,48
SSG 08（StatTrak™） | 炎龙之焰 (破损不堪),178.3,8
SSG 08 | 丛林虚线 (崭新出厂),11.38,23
SG 553 | 狂哮飓风 (略有磨损),40.8,22
SCAR-20 | 棕榈色 (略有磨损),84.17,4
AUG | 力矩 (破损不堪),15.88,7
G3SG1 | 穆拉诺之紫 (战痕累累),149.5,6
SSG 08 | 热带风暴 (破损不堪),21.8,4
G3SG1（纪念品） | 丛林虚线 (略有磨损),20.05,6
AWP | 电子蜂巢 (破损不堪),150,10
SSG 08 | 玛雅之梦 (崭新出厂),84.9,6
加利尔 AR（纪念品） | 多变迷彩 (久经沙场),77.58,7
SG 553（纪念品） | 浪花穿孔 (破损不堪),74.9,11
SSG 08 | 热带风暴 (战痕累累),18.88,5
SG 553（纪念品） | 浪花穿孔 (战痕累累),30.12,8
法玛斯（StatTrak™） | 纪念碑 (战痕累累),147,12
AUG | 孟加拉猛虎 (破损不堪),27.34,3
AUG（StatTrak™） | 孟加拉猛虎 (战痕累累),49.9,5
法玛斯 | 元素轮廓 (破损不堪),13.78,9
SG 553（纪念品） | 浪花穿孔 (略有磨损),69.9,14
法玛斯（纪念品） | 冥界之憎 (破损不堪),87.5,11
G3SG1（纪念品） | 丛林虚线 (战痕累累),24.9,1
加利尔 AR（StatTrak™） | 支离破碎 (破损不堪),34.9,5
M4A4 | 狮鹫 (破损不堪),28.22,20
G3SG1（StatTrak™） | 丰饶女神 (崭新出厂),147.5,6
法玛斯（StatTrak™） | 死亡之舞 (破损不堪),18.3,4
G3SG1 | 狩猎网格 (崭新出厂),28.39,8
SSG 08 | 沙丘之黄 (战痕累累),11.91,2
法玛斯 | 冥界之憎 (破损不堪),17.1,7
AUG（StatTrak™） | 变色龙 (破损不堪),81.2,3
AK-47 | 荒野反叛 (破损不堪),169.11,5
M4A1 消音型（StatTrak™） | 机械工业 (破损不堪),195.5,7
AUG | 殖民侵略者 (战痕累累),3.48,3
SG 553 | 鳄鱼网格 (破损不堪),23.73,1
G3SG1 | 雇佣兵 (崭新出厂),30.38,4
AUG（纪念品） | 众枪之的 (久经沙场),71.51,9
AUG（StatTrak™） | 变色龙 (战痕累累),86.75,7
法玛斯（纪念品） | 湖蓝涂装 (久经沙场),90.3,17
M4A4（StatTrak™） | 沙漠精英 (战痕累累),82.69,12
SCAR-20 | 棕榈色 (破损不堪),58.8,2
法玛斯 | 电子脉冲 (破损不堪),30.08,5
AUG | 殖民侵略者 (崭新出厂),32.9,5
加利尔 AR | 都市瓦砾 (破损不堪),10.9,1
法玛斯（纪念品） | 摧枯拉朽 (久经沙场),198.5,5
M4A1 消音型（纪念品） | 北方森林 (久经沙场),121.5,20
G3SG1 | 狩猎网格 (久经沙场),3.99,5
SSG 08（纪念品） | 热带风暴 (崭新出厂),149.5,9
SSG 08（StatTrak™） | 巨铁 (破损不堪),87.9,3
AUG（StatTrak™） | 孟加拉猛虎 (破损不堪),55.29,9
AUG（纪念品） | 雇佣兵 (略有磨损),54.85,7
AUG（纪念品） | 雇佣兵 (破损不堪),44.78,8
SSG 08 | 迂回路线 (破损不堪),28.9,3
AUG（StatTrak™） | 汪之萌杀 (破损不堪),53.59,5
SG 553 | 威吓者 (战痕累累),144.5,3
SG 553（StatTrak™） | 浪花喷漆 (破损不堪),36.32,5
法玛斯（StatTrak™） | 纪念碑 (破损不堪),149.5,1
加利尔 AR（纪念品） | 贤者涂装 (破损不堪),30.18,13
G3SG1（纪念品） | 沙漠风暴 (崭新出厂),39.9,13
加利尔 AR | 冬之森林 (破损不堪),20.9,3
加利尔 AR | 都市瓦砾 (战痕累累),11.07,3
SCAR-20（StatTrak™） | 次时代 (战痕累累),134.5,3
M4A1 消音型（StatTrak™） | 守护者 (战痕累累),157.5,7
SCAR-20 | 棕榈色 (崭新出厂),176.5,1
SCAR-20（纪念品） | 雇佣兵 (略有磨损),26.05,6
SCAR-20（纪念品） | 雇佣兵 (略有磨损),26.05,6
法玛斯（纪念品） | 殖民侵略者 (破损不堪),44.07,8
M4A1 消音型（StatTrak™） | 次时代 (破损不堪),148.3,6
SCAR-20 | 棕榈色 (战痕累累),58.1,2
法玛斯（StatTrak™） | 残影 (破损不堪),122.06,2
AUG（纪念品） | 暴风呼啸 (战痕累累),44.91,6
SSG 08（纪念品） | 蓝色云杉 (战痕累累),32.32,3
M4A4 | 现代猎手 (破损不堪),109.21,4
G3SG1 | 极寒迷彩 (战痕累累),19.59,1
SG 553 | 鳄鱼网格 (战痕累累),21.08,1
M4A1 消音型（StatTrak™） | 简报 (破损不堪),41.9,2
法玛斯 | 蓝巢 (破损不堪),11.25,5
SG 553 | 旅行者皮革 (战痕累累),25.34,1
法玛斯 | 喷焰者 (破损不堪),47.04,3
M4A4 | 弹雨 (战痕累累),159.5,1
G3SG1（纪念品） | 多变迷彩 (久经沙场),49.9,3
法玛斯（StatTrak™） | 蓝巢 (破损不堪),17.53,1
AUG（纪念品） | 暴风呼啸 (破损不堪),44.78,6
SSG 08（StatTrak™） | 鬼脸天蛾 (战痕累累),51.73,2
法玛斯 | 对比涂装 (崭新出厂),166.16,2
AUG（纪念品） | 随机存取 (战痕累累),127.68,2
